"Line","Hybrid_Name","Env","DTHD","DTMT","GY","Height"
"GID6935935","GID6935935","Bed5IR",89,124,6.409235184,103
"GID6935936","GID6935936","Bed5IR",89,124,6.069205547,97
"GID6935944","GID6935944","Bed5IR",86,124,6.463550971,102
"GID6935946","GID6935946","Bed5IR",86,124,6.895842667,100
"GID6935947","GID6935947","Bed5IR",95,129,5.832598757,110
"GID6935948","GID6935948","Bed5IR",85,124,6.339295121,106
"GID6935950","GID6935950","Bed5IR",86,123,6.145842817,107
"GID6935952","GID6935952","Bed5IR",86,122,6.305813211,107
"GID6935963","GID6935963","Bed5IR",78,120,6.038700331,104
"GID6935965","GID6935965","Bed5IR",80,124,6.595247694,106
"GID6935970","GID6935970","Bed5IR",90,129,6.072926451,100
"GID6935972","GID6935972","Bed5IR",89,128,6.850456147,102
"GID6935973","GID6935973","Bed5IR",74,116,5.753373375,102
"GID6935986","GID6935986","Bed5IR",80,123,5.760069382,98
"GID6935987","GID6935987","Bed5IR",80,122,6.274206745,104
"GID6936002","GID6936002","Bed5IR",74,118,6.328521955,105
"GID6936020","GID6936020","Bed5IR",75,117,6.248165255,97
"GID6936023","GID6936023","Bed5IR",89,128,6.616469012,104
"GID6936024","GID6936024","Bed5IR",89,129,6.512302375,108
"GID6936049","GID6936049","Bed5IR",83,124,5.301940167,105
"GID6936055","GID6936055","Bed5IR",84,124,5.50729687,97
"GID6936065","GID6936065","Bed5IR",84,124,5.325005597,100
"GID6936066","GID6936066","Bed5IR",85,125,5.192564627,101
"GID6936073","GID6936073","Bed5IR",78,119,6.25506499,102
"GID6936079","GID6936079","Bed5IR",76,119,6.182892383,103
"GID6936087","GID6936087","Bed5IR",74,119,6.23869608,100
"GID6936089","GID6936089","Bed5IR",91,129,6.243904443,102
"GID6936091","GID6936091","Bed5IR",87,127,6.20819014,105
"GID6936094","GID6936094","Bed5IR",73,114,5.575005503,101
"GID6936095","GID6936095","Bed5IR",74,115,5.620392533,100
"GID6936096","GID6936096","Bed5IR",72,118,5.42917223,102
"GID6936098","GID6936098","Bed5IR",71,118,5.562356927,100
"GID6936102","GID6936102","Bed5IR",73,118,5.627088957,102
"GID6936103","GID6936103","Bed5IR",74,114,5.637505653,103
"GID6936106","GID6936106","Bed5IR",88,127,5.990928047,104
"GID6936111","GID6936111","Bed5IR",88,124,6.216375107,105
"GID6936116","GID6936116","Bed5IR",81,124,6.373369137,106
"GID6936128","GID6936128","Bed5IR",76,118,6.1940535,100
"GID6936131","GID6936131","Bed5IR",82,124,6.24167253,105
"GID6936142","GID6936142","Bed5IR",95,135,6.00580956,114
"GID6936143","GID6936143","Bed5IR",94,134,6.109975923,115
"GID6936144","GID6936144","Bed5IR",95,135,5.992163874,113
"GID6936145","GID6936145","Bed5IR",96,136,6.213145184,115
"GID6936147","GID6936147","Bed5IR",72,110,5.640228578,108
"GID6936148","GID6936148","Bed5IR",71,110,5.701240608,109
"GID6936156","GID6936156","Bed5IR",73,112,6.190823971,106
"GID6936157","GID6936157","Bed5IR",71,110,5.233978578,105
"GID6936162","GID6936162","Bed5IR",71,110,5.353026364,110
"GID6936166","GID6936166","Bed5IR",78,124,5.840377728,102
"GID6936221","GID6936221","Bed5IR",81,122,6.105258908,106
"GID6936223","GID6936223","Bed5IR",77,119,5.736955331,102
"GID6936230","GID6936230","Bed5IR",78,118,6.455705511,103
"GID6936273","GID6936273","Bed5IR",75,116,6.349306934,102
"GID6936286","GID6936286","Bed5IR",83,121,5.662680049,103
"GID6936326","GID6936326","Bed5IR",88,127,6.429793532,108
"GID6936336","GID6936336","Bed5IR",68,108,5.333811229,102
"GID6936362","GID6936362","Bed5IR",79,118,5.961043319,104
"GID6936367","GID6936367","Bed5IR",78,117,5.769079379,102
"GID6936368","GID6936368","Bed5IR",80,123,5.226668742,104
"GID6936371","GID6936371","Bed5IR",76,117,5.397055772,100
"GID6936383","GID6936383","Bed5IR",94,129,5.758662499,102
"GID6936384","GID6936384","Bed5IR",79,118,6.712531862,102
"GID6936392","GID6936392","Bed5IR",76,118,5.674585589,100
"GID6936437","GID6936437","Bed5IR",74,109,5.801073649,104
"GID6936438","GID6936438","Bed5IR",71,108,5.523544012,103
"GID6936440","GID6936440","Bed5IR",73,115,6.104645072,104
"GID6936466","GID6936466","Bed5IR",88,128,6.226691969,103
"GID6936469","GID6936469","Bed5IR",80,123,5.525054309,100
"GID6936474","GID6936474","Bed5IR",92,129,5.411215036,105
"GID6936492","GID6936492","Bed5IR",93,135,5.676840216,110
"GID6936493","GID6936493","Bed5IR",88,128,5.483387912,114
"GID6936496","GID6936496","Bed5IR",92,129,6.041423609,105
"GID6936523","GID6936523","Bed5IR",70,114,5.632941972,108
"GID6936526","GID6936526","Bed5IR",73,117,5.602435669,104
"GID6936529","GID6936529","Bed5IR",71,114,5.422376366,106
"GID6936532","GID6936532","Bed5IR",73,115,5.444697759,107
"GID6936533","GID6936533","Bed5IR",71,114,5.821930122,102
"GID6936536","GID6936536","Bed5IR",73,115,5.638894516,103
"GID6936537","GID6936537","Bed5IR",76,129,5.623269242,103
"GID6936542","GID6936542","Bed5IR",79,122,5.893358666,102
"GID6936543","GID6936543","Bed5IR",76,119,5.735620696,106
"GID6936544","GID6936544","Bed5IR",78,119,5.715531392,105
"GID6936572","GID6936572","Bed5IR",74,116,6.757959228,102
"GID6936575","GID6936575","Bed5IR",79,124,6.313018955,104
"GID6936589","GID6936589","Bed5IR",90,129,5.984894075,104
"GID6936595","GID6936595","Bed5IR",89,128,6.298138105,106
"GID6936614","GID6936614","Bed5IR",92,130,5.515399672,104
"GID6936618","GID6936618","Bed5IR",82,129,6.179834528,105
"GID6936686","GID6936686","Bed5IR",72.33333333,119.6666667,5.734599262,96.66666667
"GID6936696","GID6936696","Bed5IR",85,126,6.353646959,99
"GID6936770","GID6936770","Bed5IR",90,129,5.615551412,104
"GID6936792","GID6936792","Bed5IR",81.66666667,123.3333333,5.863319502,94
"GID6936812","GID6936812","Bed5IR",71.33333333,117.3333333,5.806028259,98.33333333
"GID6936896","GID6936896","Bed5IR",82,122.3333333,6.367485654,101.6666667
"GID6936903","GID6936903","Bed5IR",80.33333333,123.6666667,6.025224048,94.66666667
"GID6936921","GID6936921","Bed5IR",86.66666667,126.3333333,6.327307078,99.66666667
"GID6936939","GID6936939","Bed5IR",82,127,6.210491864,97
"GID6936974","GID6936974","Bed5IR",84.33333333,127.3333333,6.414360924,101.6666667
"GID6937034","GID6937034","Bed5IR",88,127,5.181474318,97.66666667
"GID6937035","GID6937035","Bed5IR",82,125.6666667,6.159152681,98.33333333
"GID6937070","GID6937070","Bed5IR",68,118,5.468676498,94.33333333
"GID6937088","GID6937088","Bed5IR",77,120.6666667,6.735045861,102.6666667
"GID6937090","GID6937090","Bed5IR",79.33333333,124.6666667,6.890551558,104
"GID6937092","GID6937092","Bed5IR",81,125.3333333,6.791593588,105
"GID6937215","GID6937215","Bed5IR",90,128.6666667,6.481307232,99.66666667
"GID6937250","GID6937250","Bed5IR",79.33333333,125,6.397229596,97.33333333
"GID6937284","GID6937284","Bed5IR",85,126,6.703777776,98.33333333
"GID6937313","GID6937313","Bed5IR",87,128,5.834729866,98
"GID6937321","GID6937321","Bed5IR",93.66666667,133,5.718659106,100
"GID6937384","GID6937384","Bed5IR",76,120,5.559432892,97
"GID6937396","GID6937396","Bed5IR",72.66666667,120.3333333,7.087706922,104
"GID6937398","GID6937398","Bed5IR",72.33333333,120.3333333,6.916575952,103
"GID6937400","GID6937400","Bed5IR",72,118.6666667,6.508837649,105.3333333
"GID6937415","GID6937415","Bed5IR",77.33333333,123.3333333,5.697299313,96.66666667
"GID6937420","GID6937420","Bed5IR",77,124,6.53658429,98.33333333
"GID6937457","GID6937457","Bed5IR",72.66666667,119,5.6883705,97.66666667
"GID6937486","GID6937486","Bed5IR",82.33333333,126,6.116941983,91.66666667
"GID6937489","GID6937489","Bed5IR",76.33333333,122.3333333,5.880335013,92.33333333
"GID6937491","GID6937491","Bed5IR",75,122.6666667,5.618430377,92
"GID6937493","GID6937493","Bed5IR",84.66666667,125.6666667,5.776912407,91.33333333
"GID6937494","GID6937494","Bed5IR",83,125,6.356525103,95
"GID6937507","GID6937507","Bed5IR",71.33333333,118.6666667,6.37661483,102.3333333
"GID6937509","GID6937509","Bed5IR",82,125.6666667,5.567091193,97.66666667
"GID6937511","GID6937511","Bed5IR",72.33333333,119.3333333,6.434650557,99.66666667
"GID6937512","GID6937512","Bed5IR",77.33333333,123.3333333,6.128103253,96.66666667
"GID6937551","GID6937551","Bed5IR",82,125,6.61173401,100.6666667
"GID6937552","GID6937552","Bed5IR",84,124.6666667,6.570067707,98.33333333
"GID6937553","GID6937553","Bed5IR",84.33333333,125,6.719620737,99.33333333
"GID6937555","GID6937555","Bed5IR",77.33333333,123,6.88119591,97.33333333
"GID6937557","GID6937557","Bed5IR",78.66666667,123,6.463041303,98
"GID6937564","GID6937564","Bed5IR",71,112,5.649404047,104
"GID6937565","GID6937565","Bed5IR",87,128,6.251731666,104
"GID6937591","GID6937591","Bed5IR",86.33333333,129,6.903517423,101
"GID6937638","GID6937638","Bed5IR",89,134,5.188487876,98
"GID6937680","GID6937680","Bed5IR",82,126,5.614826936,95.33333333
"GID6937748","GID6937748","Bed5IR",82.33333333,126,5.685512146,95.66666667
"GID6937749","GID6937749","Bed5IR",91.66666667,129,5.854410843,96.33333333
"GID6937750","GID6937750","Bed5IR",90.66666667,129,5.671374873,95
"GID6937754","GID6937754","Bed5IR",84.66666667,126,5.80455957,95.66666667
"GID6937810","GID6937810","Bed5IR",87,127,6.050839296,98.66666667
"GID6937831","GID6937831","Bed5IR",86.66666667,125.6666667,6.17057883,98.33333333
"GID6937846","GID6937846","Bed5IR",77,120.3333333,5.913138557,96.33333333
"GID6937851","GID6937851","Bed5IR",85.33333333,125.6666667,6.51209698,98.66666667
"GID6937853","GID6937853","Bed5IR",86.66666667,126,6.308972343,101.3333333
"GID6937855","GID6937855","Bed5IR",87,127,6.877424737,100.6666667
"GID6937856","GID6937856","Bed5IR",87,127,6.7301031,104.3333333
"GID6937857","GID6937857","Bed5IR",86.66666667,127,6.49796013,101.3333333
"GID6937860","GID6937860","Bed5IR",71.66666667,117.3333333,6.191412887,95.33333333
"GID6937863","GID6937863","Bed5IR",86.66666667,127.3333333,6.468198947,98.33333333
"GID6937866","GID6937866","Bed5IR",73,116.3333333,6.172812007,99
"GID6937867","GID6937867","Bed5IR",71.66666667,120.3333333,5.864776067,99
"GID6937869","GID6937869","Bed5IR",85,126,6.05897243,98.66666667
"GID6937922","GID6937922","Bed5IR",82.33333333,124.6666667,6.861056217,104.3333333
"GID6937923","GID6937923","Bed5IR",81,122.6666667,6.45034158,102
"GID6937939","GID6937939","Bed5IR",84.66666667,125,6.174343197,106
"GID6937974","GID6937974","Bed5IR",80.66666667,125.6666667,6.774045801,106
"GID6938021","GID6938021","Bed5IR",91.33333333,131.6666667,5.886396861,105.6666667
"GID6938022","GID6938022","Bed5IR",89,131.6666667,5.584313891,106.6666667
"GID6938027","GID6938027","Bed5IR",87,126.3333333,6.001724254,100.6666667
"GID6938054","GID6938054","Bed5IR",71,115.6666667,5.645326011,100
"GID6938070","GID6938070","Bed5IR",78,123.6666667,5.875236404,102
"GID6938072","GID6938072","Bed5IR",72,116.6666667,5.072409101,102.3333333
"GID6938099","GID6938099","Bed5IR",72,115.6666667,6.093986524,99.66666667
"GID6938116","GID6938116","Bed5IR",72,112.3333333,5.249567717,103.3333333
"GID6938142","GID6938142","Bed5IR",71.33333333,112.3333333,5.8842402,101.3333333
"GID6938147","GID6938147","Bed5IR",86.33333333,125.6666667,6.11266326,102.6666667
"GID6938149","GID6938149","Bed5IR",79,120,6.60447829,100.6666667
"GID6938153","GID6938153","Bed5IR",77.33333333,121.3333333,5.909538047,103
"GID6938177","GID6938177","Bed5IR",83.33333333,124.6666667,6.48989541,98
"GID6938202","GID6938202","Bed5IR",94.33333333,132.3333333,5.744359774,103.3333333
"GID6938209","GID6938209","Bed5IR",94.33333333,132.6666667,5.74212747,103.6666667
"GID6938280","GID6938280","Bed5IR",76.33333333,116.6666667,6.0705018,102
"GID6938285","GID6938285","Bed5IR",76,115.6666667,6.092822444,101.3333333
"GID6938304","GID6938304","Bed5IR",89,129.6666667,5.333893867,109.6666667
"GID6938320","GID6938320","Bed5IR",73,117.3333333,6.127048594,109.3333333
"GID6938334","GID6938334","Bed5IR",79,121.6666667,6.359935714,103
"GID6938348","GID6938348","Bed5IR",82.66666667,124.3333333,6.26246541,104.6666667
"GID6938395","GID6938395","Bed5IR",87,128.3333333,5.74609668,104.6666667
"GID6938415","GID6938415","Bed5IR",88,126.3333333,6.110680164,103.3333333
"GID6938429","GID6938429","Bed5IR",90.33333333,129.6666667,6.101067681,105.3333333
"GID6938438","GID6938438","Bed5IR",89,125.3333333,6.551216407,106.3333333
"GID6938445","GID6938445","Bed5IR",74,120.6666667,5.846603467,100
"GID6938448","GID6938448","Bed5IR",89.66666667,128,5.822049831,103.3333333
"GID6938450","GID6938450","Bed5IR",88,128,6.081722194,103.3333333
"GID6938484","GID6938484","Bed5IR",79.66666667,119.3333333,6.589907284,103.6666667
"GID6938535","GID6938535","Bed5IR",82.33333333,127,6.819817767,108
"GID6938547","GID6938547","Bed5IR",85.66666667,127,5.590651131,103
"GID6938550","GID6938550","Bed5IR",86,127,6.595859827,98.33333333
"GID6938551","GID6938551","Bed5IR",95,130.3333333,6.024430857,105.6666667
"GID6938554","GID6938554","Bed5IR",78.33333333,119.6666667,6.314609977,101.3333333
"GID6938555","GID6938555","Bed5IR",84.66666667,126,5.814610007,104.6666667
"GID6938562","GID6938562","Bed5IR",84,125.3333333,6.335524878,105.3333333
"GID6938573","GID6938573","Bed5IR",71,118.6666667,6.45516424,99.66666667
"GID6938585","GID6938585","Bed5IR",86.66666667,127,6.45442039,104
"GID6938611","GID6938611","Bed5IR",80.33333333,123.3333333,6.446235843,100
"GID6938628","GID6938628","Bed5IR",80,122.6666667,6.368173635,102
"GID6938630","GID6938630","Bed5IR",88.33333333,125.3333333,5.841387279,105
